Source Name	Characteristics[organism]	Characteristics[organism part]	Characteristics[age]	Characteristics[developmental stage]	Characteristics[strain]	Characteristics[cell type]	Characteristics[sex]	Characteristics[growth condition]	Characteristics[disease]	Characteristics[biological replicate]	Material Type	assay name	technology type	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	Factor Value[growth condition]
Sample 8	Saccharomyces cerevisiae	whole plant	not available	not available	S288c	not available	not applicable	raffinose	not available	2	organism part	run 15	proteomic profiling by mass spectrometry	m02861.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002875/m02861.raw	1	15	TMT130N	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	55 NCE	50 ppm	0.9 Da	raffinose
Sample 9	Saccharomyces cerevisiae	whole plant	not available	not available	S288c	not available	not applicable	raffinose	not available	3	organism part	run 15	proteomic profiling by mass spectrometry	m02861.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002875/m02861.raw	1	15	TMT130C	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	55 NCE	50 ppm	0.9 Da	raffinose
Sample 10	Saccharomyces cerevisiae	empty	not available	not available	empty	not available	not applicable	empty	not available	1	organism part	run 15	proteomic profiling by mass spectrometry	m02861.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002875/m02861.raw	1	15	TMT131	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	55 NCE	50 ppm	0.9 Da	empty
Sample 1	Saccharomyces cerevisiae	whole plant	not available	not available	S288c	not available	not applicable	galactose	not available	1	organism part	run 16	proteomic profiling by mass spectrometry	m02862.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002875/m02862.raw	1	16	TMT126	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	55 NCE	50 ppm	0.9 Da	galactose
Sample 2	Saccharomyces cerevisiae	whole plant	not available	not available	S288c	not available	not applicable	galactose	not available	2	organism part	run 16	proteomic profiling by mass spectrometry	m02862.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002875/m02862.raw	1	16	TMT127N	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	55 NCE	50 ppm	0.9 Da	galactose
Sample 3	Saccharomyces cerevisiae	whole plant	not available	not available	S288c	not available	not applicable	galactose	not available	3	organism part	run 16	proteomic profiling by mass spectrometry	m02862.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002875/m02862.raw	1	16	TMT127C	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	55 NCE	50 ppm	0.9 Da	galactose
Sample 4	Saccharomyces cerevisiae	whole plant	not available	not available	S288c	not available	not applicable	glucose	not available	1	organism part	run 16	proteomic profiling by mass spectrometry	m02862.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002875/m02862.raw	1	16	TMT128N	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	55 NCE	50 ppm	0.9 Da	glucose
Sample 5	Saccharomyces cerevisiae	whole plant	not available	not available	S288c	not available	not applicable	glucose	not available	2	organism part	run 16	proteomic profiling by mass spectrometry	m02862.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002875/m02862.raw	1	16	TMT128C	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	55 NCE	50 ppm	0.9 Da	glucose
Sample 6	Saccharomyces cerevisiae	whole plant	not available	not available	S288c	not available	not applicable	glucose	not available	3	organism part	run 16	proteomic profiling by mass spectrometry	m02862.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002875/m02862.raw	1	16	TMT129N	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	55 NCE	50 ppm	0.9 Da	glucose
Sample 7	Saccharomyces cerevisiae	whole plant	not available	not available	S288c	not available	not applicable	raffinose	not available	1	organism part	run 16	proteomic profiling by mass spectrometry	m02862.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002875/m02862.raw	1	16	TMT129C	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	55 NCE	50 ppm	0.9 Da	raffinose
Sample 8	Saccharomyces cerevisiae	whole plant	not available	not available	S288c	not available	not applicable	raffinose	not available	2	organism part	run 16	proteomic profiling by mass spectrometry	m02862.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002875/m02862.raw	1	16	TMT130N	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	55 NCE	50 ppm	0.9 Da	raffinose
Sample 9	Saccharomyces cerevisiae	whole plant	not available	not available	S288c	not available	not applicable	raffinose	not available	3	organism part	run 16	proteomic profiling by mass spectrometry	m02862.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002875/m02862.raw	1	16	TMT130C	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	55 NCE	50 ppm	0.9 Da	raffinose
Sample 10	Saccharomyces cerevisiae	empty	not available	not available	empty	not available	not applicable	empty	not available	1	organism part	run 16	proteomic profiling by mass spectrometry	m02862.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002875/m02862.raw	1	16	TMT131	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	55 NCE	50 ppm	0.9 Da	empty
Sample 1	Saccharomyces cerevisiae	whole plant	not available	not available	S288c	not available	not applicable	galactose	not available	1	organism part	run 17	proteomic profiling by mass spectrometry	m02863.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002875/m02863.raw	1	17	TMT126	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	55 NCE	50 ppm	0.9 Da	galactose
Sample 2	Saccharomyces cerevisiae	whole plant	not available	not available	S288c	not available	not applicable	galactose	not available	2	organism part	run 17	proteomic profiling by mass spectrometry	m02863.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002875/m02863.raw	1	17	TMT127N	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	55 NCE	50 ppm	0.9 Da	galactose
Sample 3	Saccharomyces cerevisiae	whole plant	not available	not available	S288c	not available	not applicable	galactose	not available	3	organism part	run 17	proteomic profiling by mass spectrometry	m02863.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002875/m02863.raw	1	17	TMT127C	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	55 NCE	50 ppm	0.9 Da	galactose
Sample 4	Saccharomyces cerevisiae	whole plant	not available	not available	S288c	not available	not applicable	glucose	not available	1	organism part	run 17	proteomic profiling by mass spectrometry	m02863.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002875/m02863.raw	1	17	TMT128N	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	55 NCE	50 ppm	0.9 Da	glucose
Sample 5	Saccharomyces cerevisiae	whole plant	not available	not available	S288c	not available	not applicable	glucose	not available	2	organism part	run 17	proteomic profiling by mass spectrometry	m02863.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002875/m02863.raw	1	17	TMT128C	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	55 NCE	50 ppm	0.9 Da	glucose
Sample 6	Saccharomyces cerevisiae	whole plant	not available	not available	S288c	not available	not applicable	glucose	not available	3	organism part	run 17	proteomic profiling by mass spectrometry	m02863.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002875/m02863.raw	1	17	TMT129N	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	55 NCE	50 ppm	0.9 Da	glucose
Sample 7	Saccharomyces cerevisiae	whole plant	not available	not available	S288c	not available	not applicable	raffinose	not available	1	organism part	run 17	proteomic profiling by mass spectrometry	m02863.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002875/m02863.raw	1	17	TMT129C	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	55 NCE	50 ppm	0.9 Da	raffinose
Sample 8	Saccharomyces cerevisiae	whole plant	not available	not available	S288c	not available	not applicable	raffinose	not available	2	organism part	run 17	proteomic profiling by mass spectrometry	m02863.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002875/m02863.raw	1	17	TMT130N	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	55 NCE	50 ppm	0.9 Da	raffinose
Sample 9	Saccharomyces cerevisiae	whole plant	not available	not available	S288c	not available	not applicable	raffinose	not available	3	organism part	run 17	proteomic profiling by mass spectrometry	m02863.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002875/m02863.raw	1	17	TMT130C	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	55 NCE	50 ppm	0.9 Da	raffinose
Sample 10	Saccharomyces cerevisiae	empty	not available	not available	empty	not available	not applicable	empty	not available	1	organism part	run 17	proteomic profiling by mass spectrometry	m02863.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002875/m02863.raw	1	17	TMT131	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	55 NCE	50 ppm	0.9 Da	empty
Sample 1	Saccharomyces cerevisiae	whole plant	not available	not available	S288c	not available	not applicable	galactose	not available	1	organism part	run 18	proteomic profiling by mass spectrometry	m02864.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002875/m02864.raw	1	18	TMT126	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	55 NCE	50 ppm	0.9 Da	galactose
Sample 2	Saccharomyces cerevisiae	whole plant	not available	not available	S288c	not available	not applicable	galactose	not available	2	organism part	run 18	proteomic profiling by mass spectrometry	m02864.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002875/m02864.raw	1	18	TMT127N	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	55 NCE	50 ppm	0.9 Da	galactose
Sample 3	Saccharomyces cerevisiae	whole plant	not available	not available	S288c	not available	not applicable	galactose	not available	3	organism part	run 18	proteomic profiling by mass spectrometry	m02864.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002875/m02864.raw	1	18	TMT127C	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	55 NCE	50 ppm	0.9 Da	galactose
Sample 4	Saccharomyces cerevisiae	whole plant	not available	not available	S288c	not available	not applicable	glucose	not available	1	organism part	run 18	proteomic profiling by mass spectrometry	m02864.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002875/m02864.raw	1	18	TMT128N	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	55 NCE	50 ppm	0.9 Da	glucose
Sample 5	Saccharomyces cerevisiae	whole plant	not available	not available	S288c	not available	not applicable	glucose	not available	2	organism part	run 18	proteomic profiling by mass spectrometry	m02864.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002875/m02864.raw	1	18	TMT128C	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	55 NCE	50 ppm	0.9 Da	glucose
Sample 6	Saccharomyces cerevisiae	whole plant	not available	not available	S288c	not available	not applicable	glucose	not available	3	organism part	run 18	proteomic profiling by mass spectrometry	m02864.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002875/m02864.raw	1	18	TMT129N	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	55 NCE	50 ppm	0.9 Da	glucose
Sample 7	Saccharomyces cerevisiae	whole plant	not available	not available	S288c	not available	not applicable	raffinose	not available	1	organism part	run 18	proteomic profiling by mass spectrometry	m02864.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002875/m02864.raw	1	18	TMT129C	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	55 NCE	50 ppm	0.9 Da	raffinose
Sample 8	Saccharomyces cerevisiae	whole plant	not available	not available	S288c	not available	not applicable	raffinose	not available	2	organism part	run 18	proteomic profiling by mass spectrometry	m02864.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002875/m02864.raw	1	18	TMT130N	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	55 NCE	50 ppm	0.9 Da	raffinose
Sample 9	Saccharomyces cerevisiae	whole plant	not available	not available	S288c	not available	not applicable	raffinose	not available	3	organism part	run 18	proteomic profiling by mass spectrometry	m02864.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002875/m02864.raw	1	18	TMT130C	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	55 NCE	50 ppm	0.9 Da	raffinose
Sample 10	Saccharomyces cerevisiae	empty	not available	not available	empty	not available	not applicable	empty	not available	1	organism part	run 18	proteomic profiling by mass spectrometry	m02864.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002875/m02864.raw	1	18	TMT131	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	55 NCE	50 ppm	0.9 Da	empty
Sample 1	Saccharomyces cerevisiae	whole plant	not available	not available	S288c	not available	not applicable	galactose	not available	1	organism part	run 19	proteomic profiling by mass spectrometry	m02865.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002875/m02865.raw	1	19	TMT126	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	55 NCE	50 ppm	0.9 Da	galactose
Sample 2	Saccharomyces cerevisiae	whole plant	not available	not available	S288c	not available	not applicable	galactose	not available	2	organism part	run 19	proteomic profiling by mass spectrometry	m02865.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002875/m02865.raw	1	19	TMT127N	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	55 NCE	50 ppm	0.9 Da	galactose
Sample 3	Saccharomyces cerevisiae	whole plant	not available	not available	S288c	not available	not applicable	galactose	not available	3	organism part	run 19	proteomic profiling by mass spectrometry	m02865.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002875/m02865.raw	1	19	TMT127C	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	55 NCE	50 ppm	0.9 Da	galactose
Sample 4	Saccharomyces cerevisiae	whole plant	not available	not available	S288c	not available	not applicable	glucose	not available	1	organism part	run 19	proteomic profiling by mass spectrometry	m02865.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD002875/m02865.raw	1	19	TMT128N	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT6plex;PP=Any N-term;MT=Fixed;AC=UNIMOD:737	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	55 NCE	50 ppm	0.9 Da	glucose
