Source Name	Characteristics[organism]	Characteristics[organism part]	Characteristics[age]	Characteristics[strain]	Characteristics[developmental stage]	Characteristics[cell line]	Characteristics[cell type]	Characteristics[sex]	Characteristics[disease]	characteristics[mass]	characteristics[spiked compound]	Characteristics[biological replicate]	Material Type	assay name	technology type	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[mass]
Sample 2	Escherichia coli K-12	whole plant	not available	K12	not available	not applicable	not available	not available	not available	30 ug	SP=Homo sapiens;CT=Mixture;CN=Hela;QY=60 ug	1	whole organism	run 124	proteomic profiling by mass spectrometry	20070921_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_black_Frac05_03.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD000279/20070921_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_black_Frac05_03.RAW	3	5	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap;AC=MS:1000449	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	30 ug
Sample 2	Escherichia coli K-12	whole plant	not available	K12	not available	not applicable	not available	not available	not available	30 ug	SP=Homo sapiens;CT=Mixture;CN=Hela;QY=60 ug	1	whole organism	run 125	proteomic profiling by mass spectrometry	20070923_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_black_Frac06_03.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD000279/20070923_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_black_Frac06_03.RAW	3	6	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap;AC=MS:1000449	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	30 ug
Sample 2	Escherichia coli K-12	whole plant	not available	K12	not available	not applicable	not available	not available	not available	30 ug	SP=Homo sapiens;CT=Mixture;CN=Hela;QY=60 ug	1	whole organism	run 126	proteomic profiling by mass spectrometry	20070923_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_black_Frac07_03.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD000279/20070923_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_black_Frac07_03.RAW	3	7	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap;AC=MS:1000449	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	30 ug
Sample 2	Escherichia coli K-12	whole plant	not available	K12	not available	not applicable	not available	not available	not available	30 ug	SP=Homo sapiens;CT=Mixture;CN=Hela;QY=60 ug	1	whole organism	run 127	proteomic profiling by mass spectrometry	20070923_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_black_Frac08_03.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD000279/20070923_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_black_Frac08_03.RAW	3	8	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap;AC=MS:1000449	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	30 ug
Sample 2	Escherichia coli K-12	whole plant	not available	K12	not available	not applicable	not available	not available	not available	30 ug	SP=Homo sapiens;CT=Mixture;CN=Hela;QY=60 ug	1	whole organism	run 128	proteomic profiling by mass spectrometry	20070925_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_black_Frac09_03.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD000279/20070925_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_black_Frac09_03.RAW	3	9	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap;AC=MS:1000449	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	30 ug
Sample 2	Escherichia coli K-12	whole plant	not available	K12	not available	not applicable	not available	not available	not available	30 ug	SP=Homo sapiens;CT=Mixture;CN=Hela;QY=60 ug	1	whole organism	run 129	proteomic profiling by mass spectrometry	20070925_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_black_Frac10_03.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD000279/20070925_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_black_Frac10_03.RAW	3	10	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap;AC=MS:1000449	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	30 ug
Sample 2	Escherichia coli K-12	whole plant	not available	K12	not available	not applicable	not available	not available	not available	30 ug	SP=Homo sapiens;CT=Mixture;CN=Hela;QY=60 ug	1	whole organism	run 130	proteomic profiling by mass spectrometry	20070925_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_black_Frac11_03.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD000279/20070925_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_black_Frac11_03.RAW	3	11	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap;AC=MS:1000449	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	30 ug
Sample 2	Escherichia coli K-12	whole plant	not available	K12	not available	not applicable	not available	not available	not available	30 ug	SP=Homo sapiens;CT=Mixture;CN=Hela;QY=60 ug	1	whole organism	run 131	proteomic profiling by mass spectrometry	20070904_CL_Orbi4_Offgel_XIC_Hela60_Ecoli30_black_Frac12_3.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD000279/20070904_CL_Orbi4_Offgel_XIC_Hela60_Ecoli30_black_Frac12_3.RAW	3	12	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap;AC=MS:1000449	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	30 ug
Sample 2	Escherichia coli K-12	whole plant	not available	K12	not available	not applicable	not available	not available	not available	30 ug	SP=Homo sapiens;CT=Mixture;CN=Hela;QY=60 ug	1	whole organism	run 132	proteomic profiling by mass spectrometry	20070904_CL_Orbi4_Offgel_XIC_Hela60_Ecoli30_black_Frac13_3.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD000279/20070904_CL_Orbi4_Offgel_XIC_Hela60_Ecoli30_black_Frac13_3.RAW	3	13	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap;AC=MS:1000449	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	30 ug
Sample 2	Escherichia coli K-12	whole plant	not available	K12	not available	not applicable	not available	not available	not available	30 ug	SP=Homo sapiens;CT=Mixture;CN=Hela;QY=60 ug	1	whole organism	run 133	proteomic profiling by mass spectrometry	20070927_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_black_Frac14_03.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD000279/20070927_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_black_Frac14_03.RAW	3	14	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap;AC=MS:1000449	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	30 ug
Sample 2	Escherichia coli K-12	whole plant	not available	K12	not available	not applicable	not available	not available	not available	30 ug	SP=Homo sapiens;CT=Mixture;CN=Hela;QY=60 ug	1	whole organism	run 134	proteomic profiling by mass spectrometry	20070927_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_black_Frac15_03.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD000279/20070927_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_black_Frac15_03.RAW	3	15	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap;AC=MS:1000449	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	30 ug
Sample 2	Escherichia coli K-12	whole plant	not available	K12	not available	not applicable	not available	not available	not available	30 ug	SP=Homo sapiens;CT=Mixture;CN=Hela;QY=60 ug	1	whole organism	run 135	proteomic profiling by mass spectrometry	20070927_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_black_Frac16_03.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD000279/20070927_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_black_Frac16_03.RAW	3	16	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap;AC=MS:1000449	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	30 ug
Sample 2	Escherichia coli K-12	whole plant	not available	K12	not available	not applicable	not available	not available	not available	30 ug	SP=Homo sapiens;CT=Mixture;CN=Hela;QY=60 ug	1	whole organism	run 136	proteomic profiling by mass spectrometry	20070930_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_black_Frac_17_03.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD000279/20070930_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_black_Frac_17_03.RAW	3	17	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap;AC=MS:1000449	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	30 ug
Sample 2	Escherichia coli K-12	whole plant	not available	K12	not available	not applicable	not available	not available	not available	30 ug	SP=Homo sapiens;CT=Mixture;CN=Hela;QY=60 ug	1	whole organism	run 137	proteomic profiling by mass spectrometry	20070930_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_black_Frac_18_03.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD000279/20070930_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_black_Frac_18_03.RAW	3	18	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap;AC=MS:1000449	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	30 ug
Sample 2	Escherichia coli K-12	whole plant	not available	K12	not available	not applicable	not available	not available	not available	30 ug	SP=Homo sapiens;CT=Mixture;CN=Hela;QY=60 ug	1	whole organism	run 138	proteomic profiling by mass spectrometry	20070930_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_black_Frac_19_03.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD000279/20070930_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_black_Frac_19_03.RAW	3	19	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap;AC=MS:1000449	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	30 ug
Sample 2	Escherichia coli K-12	whole plant	not available	K12	not available	not applicable	not available	not available	not available	30 ug	SP=Homo sapiens;CT=Mixture;CN=Hela;QY=60 ug	1	whole organism	run 139	proteomic profiling by mass spectrometry	20071002_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_black_Frac_20_03.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD000279/20071002_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_black_Frac_20_03.RAW	3	20	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap;AC=MS:1000449	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	30 ug
Sample 2	Escherichia coli K-12	whole plant	not available	K12	not available	not applicable	not available	not available	not available	30 ug	SP=Homo sapiens;CT=Mixture;CN=Hela;QY=60 ug	1	whole organism	run 140	proteomic profiling by mass spectrometry	20071002_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_black_Frac_21_03.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD000279/20071002_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_black_Frac_21_03.RAW	3	21	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap;AC=MS:1000449	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	30 ug
Sample 2	Escherichia coli K-12	whole plant	not available	K12	not available	not applicable	not available	not available	not available	30 ug	SP=Homo sapiens;CT=Mixture;CN=Hela;QY=60 ug	1	whole organism	run 141	proteomic profiling by mass spectrometry	20071002_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_black_Frac_22_03.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD000279/20071002_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_black_Frac_22_03.RAW	3	22	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap;AC=MS:1000449	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	30 ug
Sample 2	Escherichia coli K-12	whole plant	not available	K12	not available	not applicable	not available	not available	not available	30 ug	SP=Homo sapiens;CT=Mixture;CN=Hela;QY=60 ug	1	whole organism	run 142	proteomic profiling by mass spectrometry	20071004_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_black_Frac_23_03.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD000279/20071004_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_black_Frac_23_03.RAW	3	23	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap;AC=MS:1000449	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	30 ug
Sample 2	Escherichia coli K-12	whole plant	not available	K12	not available	not applicable	not available	not available	not available	30 ug	SP=Homo sapiens;CT=Mixture;CN=Hela;QY=60 ug	1	whole organism	run 143	proteomic profiling by mass spectrometry	20071004_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_black_Frac_24_03.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD000279/20071004_CL_Orbi2_XIC_Hela60_Ecoli30_Offgel_black_Frac_24_03.RAW	3	24	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap;AC=MS:1000449	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	30 ug
