Source Name	Characteristics[organism]	Characteristics[organism part]	Characteristics[age]	Characteristics[ancestry category]	Characteristics[developmental stage]	Characteristics[cell line]	Characteristics[cell type]	Characteristics[sex]	Characteristics[disease]	Characteristics[biological replicate]	Characteristics[individual]	Material Type	assay name	technology type	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	Factor Value[disease]
Sample 5	Homo sapiens	prostate gland	not available	not available	not available	not applicable	not applicable	not available	Tumour	1	1	tissue	run 16	proteomic profiling by mass spectrometry	20110715_EXQ1_TaGe_SA_PC1_5.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD013455/Iglesias-Gato_EurUrology_2016.zip	1	5	none	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	AC=MS:1001313;NT=Trypsin/P	NT=HCD;AC=PRIDE:0000590	4.5 ppm	20 ppm	Tumour
Sample 6	Homo sapiens	prostate gland	not available	not available	not available	not applicable	not applicable	not available	not applicable	1	Super-SILAC_Mixture	cell	run 16	proteomic profiling by mass spectrometry	20110715_EXQ1_TaGe_SA_PC1_5.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD013455/Iglesias-Gato_EurUrology_2016.zip	1	5	SILAC heavy	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	AC=MS:1001313;NT=Trypsin/P	NT=HCD;AC=PRIDE:0000590	4.5 ppm	20 ppm	not applicable
Sample 5	Homo sapiens	prostate gland	not available	not available	not available	not applicable	not applicable	not available	Tumour	1	1	tissue	run 17	proteomic profiling by mass spectrometry	20110715_EXQ1_TaGe_SA_PC1_6.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD013455/Iglesias-Gato_EurUrology_2016.zip	1	6	none	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	AC=MS:1001313;NT=Trypsin/P	NT=HCD;AC=PRIDE:0000590	4.5 ppm	20 ppm	Tumour
Sample 6	Homo sapiens	prostate gland	not available	not available	not available	not applicable	not applicable	not available	not applicable	1	Super-SILAC_Mixture	cell	run 17	proteomic profiling by mass spectrometry	20110715_EXQ1_TaGe_SA_PC1_6.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD013455/Iglesias-Gato_EurUrology_2016.zip	1	6	SILAC heavy	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	AC=MS:1001313;NT=Trypsin/P	NT=HCD;AC=PRIDE:0000590	4.5 ppm	20 ppm	not applicable
Sample 7	Homo sapiens	prostate gland	not available	not available	not available	not applicable	not applicable	not available	Tumour	1	12	tissue	run 18	proteomic profiling by mass spectrometry	20110715_EXQ1_TaGe_SA_PC20_1.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD013455/Iglesias-Gato_EurUrology_2016.zip	1	1	none	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	AC=MS:1001313;NT=Trypsin/P	NT=HCD;AC=PRIDE:0000590	4.5 ppm	20 ppm	Tumour
Sample 8	Homo sapiens	prostate gland	not available	not available	not available	not applicable	not applicable	not available	not applicable	1	Super-SILAC_Mixture	cell	run 18	proteomic profiling by mass spectrometry	20110715_EXQ1_TaGe_SA_PC20_1.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD013455/Iglesias-Gato_EurUrology_2016.zip	1	1	SILAC heavy	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	AC=MS:1001313;NT=Trypsin/P	NT=HCD;AC=PRIDE:0000590	4.5 ppm	20 ppm	not applicable
Sample 7	Homo sapiens	prostate gland	not available	not available	not available	not applicable	not applicable	not available	Tumour	1	12	tissue	run 19	proteomic profiling by mass spectrometry	20110715_EXQ1_TaGe_SA_PC20_2.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD013455/Iglesias-Gato_EurUrology_2016.zip	1	2	none	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	AC=MS:1001313;NT=Trypsin/P	NT=HCD;AC=PRIDE:0000590	4.5 ppm	20 ppm	Tumour
Sample 8	Homo sapiens	prostate gland	not available	not available	not available	not applicable	not applicable	not available	not applicable	1	Super-SILAC_Mixture	cell	run 19	proteomic profiling by mass spectrometry	20110715_EXQ1_TaGe_SA_PC20_2.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD013455/Iglesias-Gato_EurUrology_2016.zip	1	2	SILAC heavy	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	AC=MS:1001313;NT=Trypsin/P	NT=HCD;AC=PRIDE:0000590	4.5 ppm	20 ppm	not applicable
Sample 7	Homo sapiens	prostate gland	not available	not available	not available	not applicable	not applicable	not available	Tumour	1	12	tissue	run 20	proteomic profiling by mass spectrometry	20110715_EXQ1_TaGe_SA_PC20_3.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD013455/Iglesias-Gato_EurUrology_2016.zip	1	3	none	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	AC=MS:1001313;NT=Trypsin/P	NT=HCD;AC=PRIDE:0000590	4.5 ppm	20 ppm	Tumour
Sample 8	Homo sapiens	prostate gland	not available	not available	not available	not applicable	not applicable	not available	not applicable	1	Super-SILAC_Mixture	cell	run 20	proteomic profiling by mass spectrometry	20110715_EXQ1_TaGe_SA_PC20_3.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD013455/Iglesias-Gato_EurUrology_2016.zip	1	3	SILAC heavy	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	AC=MS:1001313;NT=Trypsin/P	NT=HCD;AC=PRIDE:0000590	4.5 ppm	20 ppm	not applicable
Sample 7	Homo sapiens	prostate gland	not available	not available	not available	not applicable	not applicable	not available	Tumour	1	12	tissue	run 21	proteomic profiling by mass spectrometry	20110715_EXQ1_TaGe_SA_PC20_4.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD013455/Iglesias-Gato_EurUrology_2016.zip	1	4	none	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	AC=MS:1001313;NT=Trypsin/P	NT=HCD;AC=PRIDE:0000590	4.5 ppm	20 ppm	Tumour
Sample 8	Homo sapiens	prostate gland	not available	not available	not available	not applicable	not applicable	not available	not applicable	1	Super-SILAC_Mixture	cell	run 21	proteomic profiling by mass spectrometry	20110715_EXQ1_TaGe_SA_PC20_4.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD013455/Iglesias-Gato_EurUrology_2016.zip	1	4	SILAC heavy	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	AC=MS:1001313;NT=Trypsin/P	NT=HCD;AC=PRIDE:0000590	4.5 ppm	20 ppm	not applicable
Sample 7	Homo sapiens	prostate gland	not available	not available	not available	not applicable	not applicable	not available	Tumour	1	12	tissue	run 22	proteomic profiling by mass spectrometry	20110715_EXQ1_TaGe_SA_PC20_5.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD013455/Iglesias-Gato_EurUrology_2016.zip	1	5	none	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	AC=MS:1001313;NT=Trypsin/P	NT=HCD;AC=PRIDE:0000590	4.5 ppm	20 ppm	Tumour
Sample 8	Homo sapiens	prostate gland	not available	not available	not available	not applicable	not applicable	not available	not applicable	1	Super-SILAC_Mixture	cell	run 22	proteomic profiling by mass spectrometry	20110715_EXQ1_TaGe_SA_PC20_5.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD013455/Iglesias-Gato_EurUrology_2016.zip	1	5	SILAC heavy	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	AC=MS:1001313;NT=Trypsin/P	NT=HCD;AC=PRIDE:0000590	4.5 ppm	20 ppm	not applicable
Sample 7	Homo sapiens	prostate gland	not available	not available	not available	not applicable	not applicable	not available	Tumour	1	12	tissue	run 23	proteomic profiling by mass spectrometry	20110715_EXQ1_TaGe_SA_PC20_6.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD013455/Iglesias-Gato_EurUrology_2016.zip	1	6	none	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	AC=MS:1001313;NT=Trypsin/P	NT=HCD;AC=PRIDE:0000590	4.5 ppm	20 ppm	Tumour
Sample 8	Homo sapiens	prostate gland	not available	not available	not available	not applicable	not applicable	not available	not applicable	1	Super-SILAC_Mixture	cell	run 23	proteomic profiling by mass spectrometry	20110715_EXQ1_TaGe_SA_PC20_6.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD013455/Iglesias-Gato_EurUrology_2016.zip	1	6	SILAC heavy	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	AC=MS:1001313;NT=Trypsin/P	NT=HCD;AC=PRIDE:0000590	4.5 ppm	20 ppm	not applicable
Sample 9	Homo sapiens	prostate gland	not available	not available	not available	not applicable	not applicable	not available	Nonmalignant	1	Nonmalignant-Prostate_4	tissue	run 24	proteomic profiling by mass spectrometry	20110715_EXQ1_TaGe_SA_PC21_1.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD013455/Iglesias-Gato_EurUrology_2016.zip	1	1	none	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	AC=MS:1001313;NT=Trypsin/P	NT=HCD;AC=PRIDE:0000590	4.5 ppm	20 ppm	Nonmalignant
Sample 10	Homo sapiens	prostate gland	not available	not available	not available	not applicable	not applicable	not available	not applicable	1	Super-SILAC_Mixture	cell	run 24	proteomic profiling by mass spectrometry	20110715_EXQ1_TaGe_SA_PC21_1.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD013455/Iglesias-Gato_EurUrology_2016.zip	1	1	SILAC heavy	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	AC=MS:1001313;NT=Trypsin/P	NT=HCD;AC=PRIDE:0000590	4.5 ppm	20 ppm	not applicable
Sample 9	Homo sapiens	prostate gland	not available	not available	not available	not applicable	not applicable	not available	Nonmalignant	1	Nonmalignant-Prostate_4	tissue	run 25	proteomic profiling by mass spectrometry	20110715_EXQ1_TaGe_SA_PC21_2.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD013455/Iglesias-Gato_EurUrology_2016.zip	1	2	none	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	AC=MS:1001313;NT=Trypsin/P	NT=HCD;AC=PRIDE:0000590	4.5 ppm	20 ppm	Nonmalignant
Sample 10	Homo sapiens	prostate gland	not available	not available	not available	not applicable	not applicable	not available	not applicable	1	Super-SILAC_Mixture	cell	run 25	proteomic profiling by mass spectrometry	20110715_EXQ1_TaGe_SA_PC21_2.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD013455/Iglesias-Gato_EurUrology_2016.zip	1	2	SILAC heavy	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	AC=MS:1001313;NT=Trypsin/P	NT=HCD;AC=PRIDE:0000590	4.5 ppm	20 ppm	not applicable
Sample 9	Homo sapiens	prostate gland	not available	not available	not available	not applicable	not applicable	not available	Nonmalignant	1	Nonmalignant-Prostate_4	tissue	run 26	proteomic profiling by mass spectrometry	20110715_EXQ1_TaGe_SA_PC21_3.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD013455/Iglesias-Gato_EurUrology_2016.zip	1	3	none	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	AC=MS:1001313;NT=Trypsin/P	NT=HCD;AC=PRIDE:0000590	4.5 ppm	20 ppm	Nonmalignant
Sample 10	Homo sapiens	prostate gland	not available	not available	not available	not applicable	not applicable	not available	not applicable	1	Super-SILAC_Mixture	cell	run 26	proteomic profiling by mass spectrometry	20110715_EXQ1_TaGe_SA_PC21_3.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD013455/Iglesias-Gato_EurUrology_2016.zip	1	3	SILAC heavy	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	AC=MS:1001313;NT=Trypsin/P	NT=HCD;AC=PRIDE:0000590	4.5 ppm	20 ppm	not applicable
Sample 9	Homo sapiens	prostate gland	not available	not available	not available	not applicable	not applicable	not available	Nonmalignant	1	Nonmalignant-Prostate_4	tissue	run 27	proteomic profiling by mass spectrometry	20110715_EXQ1_TaGe_SA_PC21_4.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD013455/Iglesias-Gato_EurUrology_2016.zip	1	4	none	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	AC=MS:1001313;NT=Trypsin/P	NT=HCD;AC=PRIDE:0000590	4.5 ppm	20 ppm	Nonmalignant
Sample 10	Homo sapiens	prostate gland	not available	not available	not available	not applicable	not applicable	not available	not applicable	1	Super-SILAC_Mixture	cell	run 27	proteomic profiling by mass spectrometry	20110715_EXQ1_TaGe_SA_PC21_4.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD013455/Iglesias-Gato_EurUrology_2016.zip	1	4	SILAC heavy	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	AC=MS:1001313;NT=Trypsin/P	NT=HCD;AC=PRIDE:0000590	4.5 ppm	20 ppm	not applicable
Sample 9	Homo sapiens	prostate gland	not available	not available	not available	not applicable	not applicable	not available	Nonmalignant	1	Nonmalignant-Prostate_4	tissue	run 28	proteomic profiling by mass spectrometry	20110715_EXQ1_TaGe_SA_PC21_5.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD013455/Iglesias-Gato_EurUrology_2016.zip	1	5	none	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	AC=MS:1001313;NT=Trypsin/P	NT=HCD;AC=PRIDE:0000590	4.5 ppm	20 ppm	Nonmalignant
Sample 10	Homo sapiens	prostate gland	not available	not available	not available	not applicable	not applicable	not available	not applicable	1	Super-SILAC_Mixture	cell	run 28	proteomic profiling by mass spectrometry	20110715_EXQ1_TaGe_SA_PC21_5.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD013455/Iglesias-Gato_EurUrology_2016.zip	1	5	SILAC heavy	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	AC=MS:1001313;NT=Trypsin/P	NT=HCD;AC=PRIDE:0000590	4.5 ppm	20 ppm	not applicable
Sample 9	Homo sapiens	prostate gland	not available	not available	not available	not applicable	not applicable	not available	Nonmalignant	1	Nonmalignant-Prostate_4	tissue	run 29	proteomic profiling by mass spectrometry	20110715_EXQ1_TaGe_SA_PC21_6.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD013455/Iglesias-Gato_EurUrology_2016.zip	1	6	none	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	AC=MS:1001313;NT=Trypsin/P	NT=HCD;AC=PRIDE:0000590	4.5 ppm	20 ppm	Nonmalignant
Sample 10	Homo sapiens	prostate gland	not available	not available	not available	not applicable	not applicable	not available	not applicable	1	Super-SILAC_Mixture	cell	run 29	proteomic profiling by mass spectrometry	20110715_EXQ1_TaGe_SA_PC21_6.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD013455/Iglesias-Gato_EurUrology_2016.zip	1	6	SILAC heavy	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	AC=MS:1001313;NT=Trypsin/P	NT=HCD;AC=PRIDE:0000590	4.5 ppm	20 ppm	not applicable
Sample 11	Homo sapiens	prostate gland	not available	not available	not available	not applicable	not applicable	not available	Tumour	1	25	tissue	run 30	proteomic profiling by mass spectrometry	20110715_EXQ1_TaGe_SA_PC26_1.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD013455/Iglesias-Gato_EurUrology_2016.zip	1	1	none	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	AC=MS:1001313;NT=Trypsin/P	NT=HCD;AC=PRIDE:0000590	4.5 ppm	20 ppm	Tumour
Sample 12	Homo sapiens	prostate gland	not available	not available	not available	not applicable	not applicable	not available	not applicable	1	Super-SILAC_Mixture	cell	run 30	proteomic profiling by mass spectrometry	20110715_EXQ1_TaGe_SA_PC26_1.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD013455/Iglesias-Gato_EurUrology_2016.zip	1	1	SILAC heavy	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	AC=MS:1001313;NT=Trypsin/P	NT=HCD;AC=PRIDE:0000590	4.5 ppm	20 ppm	not applicable
