Source Name	Characteristics[organism]	Characteristics[disease]	Characteristics[organism part]	Characteristics[organism part]	Characteristics[cell line]	Comment[data file]	Comment[proteomexchange accession number]	Comment[data file]	Comment[Associated file URI]	Comment[instrument]	Comment[modification parameters]	Comment[modification parameters]	Comment[modification parameters]	Comment[cleavage agent details]	Material Type	Description	Comment[Label]	Comment[fragment mass tolerance]
Sample 127	Homo sapiens	invasive ductal carcinoma	breast	mammary gland	BT549	000228_G05_P001357_B00C_A00_R1.RAW	PXD005946	000228_G05_P001357_B00C_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000228_G05_P001357_B00C_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da
Sample 128	Homo sapiens	invasive ductal carcinoma	breast	mammary gland	BT549	000228_E05_P001357_B00A_A00_R1.RAW	PXD005946	000228_E05_P001357_B00A_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000228_E05_P001357_B00A_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da
Sample 129	Homo sapiens	invasive ductal carcinoma	breast	mammary gland	BT549	000228_F05_P001357_B00B_A00_R1.RAW	PXD005946	000228_F05_P001357_B00B_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000228_F05_P001357_B00B_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da
Sample 13	Homo sapiens	lung adenocarcinoma	lung	bronchiole	NCI-H522	000261_D04_P0001563_A00_B00D_R1.RAW	PXD005946	000261_D04_P0001563_A00_B00D_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000261_D04_P0001563_A00_B00D_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da
Sample 130	Homo sapiens	invasive ductal carcinoma	breast	mammary gland	BT549	000228_A06_P001357_B00E_A00_R1.RAW	PXD005946	000228_A06_P001357_B00E_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000228_A06_P001357_B00E_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da
Sample 131	Homo sapiens	invasive ductal carcinoma	breast	mammary gland	BT549	000228_H06_P001357_B00L_A00_R1.RAW	PXD005946	000228_H06_P001357_B00L_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000228_H06_P001357_B00L_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da
Sample 132	Homo sapiens	invasive ductal carcinoma	breast	mammary gland	BT549	000228_F06_P001357_B00J_A00_R1.RAW	PXD005946	000228_F06_P001357_B00J_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000228_F06_P001357_B00J_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da
Sample 133	Homo sapiens	lung adenocarcinoma	lung	epithelium of bronchiole	EKVX	000228_C04_P001358_B00C_A00_R1.RAW	PXD005946	000228_C04_P001358_B00C_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000228_C04_P001358_B00C_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da
Sample 134	Homo sapiens	lung adenocarcinoma	lung	epithelium of bronchiole	EKVX	000228_C05_P001358_B00K_A00_R1.RAW	PXD005946	000228_C05_P001358_B00K_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000228_C05_P001358_B00K_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da
Sample 135	Homo sapiens	lung adenocarcinoma	lung	epithelium of bronchiole	EKVX	000228_F04_P001358_B00F_A00_R1.RAW	PXD005946	000228_F04_P001358_B00F_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000228_F04_P001358_B00F_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da
Sample 136	Homo sapiens	lung adenocarcinoma	lung	epithelium of bronchiole	EKVX	000228_A04_P001358_B00A_A00_R1.RAW	PXD005946	000228_A04_P001358_B00A_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000228_A04_P001358_B00A_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da
Sample 137	Homo sapiens	lung adenocarcinoma	lung	epithelium of bronchiole	EKVX	000228_D04_P001358_B00D_A00_R1.RAW	PXD005946	000228_D04_P001358_B00D_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000228_D04_P001358_B00D_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da
Sample 138	Homo sapiens	lung adenocarcinoma	lung	epithelium of bronchiole	EKVX	000228_H04_P001358_B00H_A00_R1.RAW	PXD005946	000228_H04_P001358_B00H_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000228_H04_P001358_B00H_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da
Sample 139	Homo sapiens	lung adenocarcinoma	lung	epithelium of bronchiole	EKVX	000228_B04_P001358_B00B_A00_R1.RAW	PXD005946	000228_B04_P001358_B00B_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000228_B04_P001358_B00B_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da
Sample 14	Homo sapiens	lung adenocarcinoma	lung	bronchiole	NCI-H522	000261_A05_P0001563_A00_B00I_R1.RAW	PXD005946	000261_A05_P0001563_A00_B00I_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000261_A05_P0001563_A00_B00I_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da
Sample 140	Homo sapiens	lung adenocarcinoma	lung	epithelium of bronchiole	EKVX	000228_B05_P001358_B00J_A00_R1.RAW	PXD005946	000228_B05_P001358_B00J_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000228_B05_P001358_B00J_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da
Sample 141	Homo sapiens	lung adenocarcinoma	lung	epithelium of bronchiole	EKVX	000228_E04_P001358_B00E_A00_R1.RAW	PXD005946	000228_E04_P001358_B00E_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000228_E04_P001358_B00E_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da
Sample 142	Homo sapiens	lung adenocarcinoma	lung	epithelium of bronchiole	EKVX	000228_D05_P001358_B00L_A00_R1.RAW	PXD005946	000228_D05_P001358_B00L_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000228_D05_P001358_B00L_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da
Sample 143	Homo sapiens	lung adenocarcinoma	lung	epithelium of bronchiole	EKVX	000228_A05_P001358_B00I_A00_R1.RAW	PXD005946	000228_A05_P001358_B00I_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000228_A05_P001358_B00I_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da
Sample 144	Homo sapiens	lung adenocarcinoma	lung	epithelium of bronchiole	EKVX	000228_G04_P001358_B00G_A00_R1.RAW	PXD005946	000228_G04_P001358_B00G_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000228_G04_P001358_B00G_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da
Sample 145	Homo sapiens	lung adenocarcinoma	lung	epithelium of bronchiole	HOP62	000228_H02_P001359_B00D_A00_R1.RAW	PXD005946	000228_H02_P001359_B00D_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000228_H02_P001359_B00D_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da
Sample 146	Homo sapiens	lung adenocarcinoma	lung	epithelium of bronchiole	HOP62	000228_D03_P001359_B00H_A00_R1.RAW	PXD005946	000228_D03_P001359_B00H_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000228_D03_P001359_B00H_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da
Sample 147	Homo sapiens	lung adenocarcinoma	lung	epithelium of bronchiole	HOP62	000228_C03_P001359_B00G_A00_R1.RAW	PXD005946	000228_C03_P001359_B00G_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000228_C03_P001359_B00G_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da
Sample 148	Homo sapiens	lung adenocarcinoma	lung	epithelium of bronchiole	HOP62	000228_A03_P001359_B00E_A00_R1.RAW	PXD005946	000228_A03_P001359_B00E_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000228_A03_P001359_B00E_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da
Sample 149	Homo sapiens	lung adenocarcinoma	lung	epithelium of bronchiole	HOP62	000228_E02_P001359_B00A_A00_R1.RAW	PXD005946	000228_E02_P001359_B00A_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000228_E02_P001359_B00A_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da
Sample 15	Homo sapiens	lung adenocarcinoma	lung	bronchiole	NCI-H522	000261_D05_P0001563_A00_B00L_R1.RAW	PXD005946	000261_D05_P0001563_A00_B00L_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000261_D05_P0001563_A00_B00L_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da
Sample 150	Homo sapiens	lung adenocarcinoma	lung	epithelium of bronchiole	HOP62	000228_F02_P001359_B00B_A00_R1.RAW	PXD005946	000228_F02_P001359_B00B_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000228_F02_P001359_B00B_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da
Sample 151	Homo sapiens	lung adenocarcinoma	lung	epithelium of bronchiole	HOP62	000228_H03_P001359_B00L_A00_R1.RAW	PXD005946	000228_H03_P001359_B00L_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000228_H03_P001359_B00L_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da
Sample 152	Homo sapiens	lung adenocarcinoma	lung	epithelium of bronchiole	HOP62	000228_E03_P001359_B00I_A00_R1.RAW	PXD005946	000228_E03_P001359_B00I_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000228_E03_P001359_B00I_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da
Sample 153	Homo sapiens	lung adenocarcinoma	lung	epithelium of bronchiole	HOP62	000228_F03_P001359_B00J_A00_R1.RAW	PXD005946	000228_F03_P001359_B00J_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000228_F03_P001359_B00J_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da
Sample 154	Homo sapiens	lung adenocarcinoma	lung	epithelium of bronchiole	HOP62	000228_G02_P001359_B00C_A00_R1.RAW	PXD005946	000228_G02_P001359_B00C_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000228_G02_P001359_B00C_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da
Sample 155	Homo sapiens	lung adenocarcinoma	lung	epithelium of bronchiole	HOP62	000228_B03_P001359_B00F_A00_R1.RAW	PXD005946	000228_B03_P001359_B00F_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000228_B03_P001359_B00F_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da
Sample 156	Homo sapiens	lung adenocarcinoma	lung	epithelium of bronchiole	HOP62	000228_G03_P001359_B00K_A00_R1.RAW	PXD005946	000228_G03_P001359_B00K_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000228_G03_P001359_B00K_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da
Sample 157	Homo sapiens	cutaneous melanoma	skin	melanocytes	SK-MEL-28	000228_B02_P001360_B00J_A00_R1.RAW	PXD005946	000228_B02_P001360_B00J_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000228_B02_P001360_B00J_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da
Sample 158	Homo sapiens	cutaneous melanoma	skin	melanocytes	SK-MEL-28	000228_A01_P001360_B00A_A00_R1.RAW	PXD005946	000228_A01_P001360_B00A_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000228_A01_P001360_B00A_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da
Sample 159	Homo sapiens	cutaneous melanoma	skin	melanocytes	SK-MEL-28	000228_D02_P001360_B00L_A00_R1.RAW	PXD005946	000228_D02_P001360_B00L_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000228_D02_P001360_B00L_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da
Sample 16	Homo sapiens	lung adenocarcinoma	lung	bronchiole	NCI-H522	000261_A04_P0001563_A00_B00A_R1.RAW	PXD005946	000261_A04_P0001563_A00_B00A_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000261_A04_P0001563_A00_B00A_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da
Sample 160	Homo sapiens	cutaneous melanoma	skin	melanocytes	SK-MEL-28	000228_C01_P001360_B00C_A00_R1.RAW	PXD005946	000228_C01_P001360_B00C_A00_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000228_C01_P001360_B00C_A00_R1.RAW	AC=MS:1000639;NM=LTQ Orbitrap XL ETD	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	0.6 Da
