Source Name	Characteristics[organism]	Characteristics[organism part]	Characteristics[cell type]	Characteristics[cell line]	Characteristics[developmental stage]	Characteristics[disease]	Characteristics[ancestry category]	Characteristics[sex]	Characteristics[age]	Characteristics[biological replicate]	Material Type	assay name	technology type	comment[uri]	comment[data file]	comment[technical replicate]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[precursor mass tolerance]	comment[collision energy]	comment[fragment mass tolerance]
PXD022469-sample-31	homo sapiens	Blood plasma	not available	not available	not available	not available	not available	not available	not available	2	organism part	run 31	proteomic profiling by mass spectrometry	ftp://ftp.pride.ebi.ac.uk/pride-archive/2021/02/PXD022469/AP051118_Gurjeet_Hu14_LA_C18_15.raw	AP051118_Gurjeet_Hu14_LA_C18_15.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:0000073;NT=Q Exactive HF	AC=MS:1001251;NT=Trypsin	NT=monohydroxylated residue;TA=Variable;MT=fixed;AC=MOD:00455	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=iodoacetic acid derivatized residue;MT=Variable;TA=Variable;AC=MOD:00399	NT=iodoacetamide derivatized residue;MT=Variable;TA=Variable;AC=MOD:00397	NT=deamidated residue;MT=Variable;TA=Variable;AC=MOD:00400	not availiable	5 ppm	0.07Da	not availiable
PXD022469-sample-32	homo sapiens	Blood plasma	not available	not available	not available	not available	not available	not available	not available	2	organism part	run 32	proteomic profiling by mass spectrometry	ftp://ftp.pride.ebi.ac.uk/pride-archive/2021/02/PXD022469/AP051118_Gurjeet_Hu14_LA_C18_16.raw	AP051118_Gurjeet_Hu14_LA_C18_16.raw	2	AC=MS:1002038;NT=label free sample	AC=MS:0000073;NT=Q Exactive HF	AC=MS:1001251;NT=Trypsin	NT=monohydroxylated residue;TA=Variable;MT=fixed;AC=MOD:00456	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=iodoacetic acid derivatized residue;MT=Variable;TA=Variable;AC=MOD:00399	NT=iodoacetamide derivatized residue;MT=Variable;TA=Variable;AC=MOD:00397	NT=deamidated residue;MT=Variable;TA=Variable;AC=MOD:00400	not availiable	5 ppm	0.07Da	not availiable
PXD022469-sample-33	homo sapiens	Blood plasma	not available	not available	not available	not available	not available	not available	not available	2	organism part	run 33	proteomic profiling by mass spectrometry	ftp://ftp.pride.ebi.ac.uk/pride-archive/2021/02/PXD022469/AP051118_Gurjeet_Hu14_LA_C18_17.raw	AP051118_Gurjeet_Hu14_LA_C18_17.raw	3	AC=MS:1002038;NT=label free sample	AC=MS:0000073;NT=Q Exactive HF	AC=MS:1001251;NT=Trypsin	NT=monohydroxylated residue;TA=Variable;MT=fixed;AC=MOD:00457	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=iodoacetic acid derivatized residue;MT=Variable;TA=Variable;AC=MOD:00399	NT=iodoacetamide derivatized residue;MT=Variable;TA=Variable;AC=MOD:00397	NT=deamidated residue;MT=Variable;TA=Variable;AC=MOD:00400	not availiable	5 ppm	0.07Da	not availiable
PXD022469-sample-34	homo sapiens	Blood plasma	not available	not available	not available	not available	not available	not available	not available	3	organism part	run 34	proteomic profiling by mass spectrometry	ftp://ftp.pride.ebi.ac.uk/pride-archive/2021/02/PXD022469/AP051118_Gurjeet_Hu14_LA_C18_18.raw	AP051118_Gurjeet_Hu14_LA_C18_18.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:0000073;NT=Q Exactive HF	AC=MS:1001251;NT=Trypsin	NT=monohydroxylated residue;TA=Variable;MT=fixed;AC=MOD:00458	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=iodoacetic acid derivatized residue;MT=Variable;TA=Variable;AC=MOD:00399	NT=iodoacetamide derivatized residue;MT=Variable;TA=Variable;AC=MOD:00397	NT=deamidated residue;MT=Variable;TA=Variable;AC=MOD:00400	not availiable	5 ppm	0.07Da	not availiable
PXD022469-sample-35	homo sapiens	Blood plasma	not available	not available	not available	not available	not available	not available	not available	3	organism part	run 35	proteomic profiling by mass spectrometry	ftp://ftp.pride.ebi.ac.uk/pride-archive/2021/02/PXD022469/AP051118_Gurjeet_Hu14_LA_C18_19.raw	AP051118_Gurjeet_Hu14_LA_C18_19.raw	2	AC=MS:1002038;NT=label free sample	AC=MS:0000073;NT=Q Exactive HF	AC=MS:1001251;NT=Trypsin	NT=monohydroxylated residue;TA=Variable;MT=fixed;AC=MOD:00459	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=iodoacetic acid derivatized residue;MT=Variable;TA=Variable;AC=MOD:00399	NT=iodoacetamide derivatized residue;MT=Variable;TA=Variable;AC=MOD:00397	NT=deamidated residue;MT=Variable;TA=Variable;AC=MOD:00400	not availiable	5 ppm	0.07Da	not availiable
PXD022469-sample-36	homo sapiens	Blood plasma	not available	not available	not available	not available	not available	not available	not available	3	organism part	run 36	proteomic profiling by mass spectrometry	ftp://ftp.pride.ebi.ac.uk/pride-archive/2021/02/PXD022469/AP051118_Gurjeet_Hu14_LA_C18_2.raw	AP051118_Gurjeet_Hu14_LA_C18_2.raw	3	AC=MS:1002038;NT=label free sample	AC=MS:0000073;NT=Q Exactive HF	AC=MS:1001251;NT=Trypsin	NT=monohydroxylated residue;TA=Variable;MT=fixed;AC=MOD:00460	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=iodoacetic acid derivatized residue;MT=Variable;TA=Variable;AC=MOD:00399	NT=iodoacetamide derivatized residue;MT=Variable;TA=Variable;AC=MOD:00397	NT=deamidated residue;MT=Variable;TA=Variable;AC=MOD:00400	not availiable	5 ppm	0.07Da	not availiable
PXD022469-sample-37	homo sapiens	Blood plasma	not available	not available	not available	not available	not available	not available	not available	1	organism part	run 37	proteomic profiling by mass spectrometry	ftp://ftp.pride.ebi.ac.uk/pride-archive/2021/02/PXD022469/AP051118_Gurjeet_Hu14_LA_C18_20.raw	AP051118_Gurjeet_Hu14_LA_C18_20.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:0000073;NT=Q Exactive HF	AC=MS:1001251;NT=Trypsin	NT=monohydroxylated residue;TA=Variable;MT=fixed;AC=MOD:00461	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=iodoacetic acid derivatized residue;MT=Variable;TA=Variable;AC=MOD:00399	NT=iodoacetamide derivatized residue;MT=Variable;TA=Variable;AC=MOD:00397	NT=deamidated residue;MT=Variable;TA=Variable;AC=MOD:00400	not availiable	5 ppm	0.07Da	not availiable
PXD022469-sample-38	homo sapiens	Blood plasma	not available	not available	not available	not available	not available	not available	not available	1	organism part	run 38	proteomic profiling by mass spectrometry	ftp://ftp.pride.ebi.ac.uk/pride-archive/2021/02/PXD022469/AP051118_Gurjeet_Hu14_LA_C18_21.raw	AP051118_Gurjeet_Hu14_LA_C18_21.raw	2	AC=MS:1002038;NT=label free sample	AC=MS:0000073;NT=Q Exactive HF	AC=MS:1001251;NT=Trypsin	NT=monohydroxylated residue;TA=Variable;MT=fixed;AC=MOD:00462	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=iodoacetic acid derivatized residue;MT=Variable;TA=Variable;AC=MOD:00399	NT=iodoacetamide derivatized residue;MT=Variable;TA=Variable;AC=MOD:00397	NT=deamidated residue;MT=Variable;TA=Variable;AC=MOD:00400	not availiable	5 ppm	0.07Da	not availiable
PXD022469-sample-39	homo sapiens	Blood plasma	not available	not available	not available	not available	not available	not available	not available	1	organism part	run 39	proteomic profiling by mass spectrometry	ftp://ftp.pride.ebi.ac.uk/pride-archive/2021/02/PXD022469/AP051118_Gurjeet_Hu14_LA_C18_22.raw	AP051118_Gurjeet_Hu14_LA_C18_22.raw	3	AC=MS:1002038;NT=label free sample	AC=MS:0000073;NT=Q Exactive HF	AC=MS:1001251;NT=Trypsin	NT=monohydroxylated residue;TA=Variable;MT=fixed;AC=MOD:00463	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=iodoacetic acid derivatized residue;MT=Variable;TA=Variable;AC=MOD:00399	NT=iodoacetamide derivatized residue;MT=Variable;TA=Variable;AC=MOD:00397	NT=deamidated residue;MT=Variable;TA=Variable;AC=MOD:00400	not availiable	5 ppm	0.07Da	not availiable
PXD022469-sample-40	homo sapiens	Blood plasma	not available	not available	not available	not available	not available	not available	not available	2	organism part	run 40	proteomic profiling by mass spectrometry	ftp://ftp.pride.ebi.ac.uk/pride-archive/2021/02/PXD022469/AP051118_Gurjeet_Hu14_LA_C18_23.raw	AP051118_Gurjeet_Hu14_LA_C18_23.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:0000073;NT=Q Exactive HF	AC=MS:1001251;NT=Trypsin	NT=monohydroxylated residue;TA=Variable;MT=fixed;AC=MOD:00464	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=iodoacetic acid derivatized residue;MT=Variable;TA=Variable;AC=MOD:00399	NT=iodoacetamide derivatized residue;MT=Variable;TA=Variable;AC=MOD:00397	NT=deamidated residue;MT=Variable;TA=Variable;AC=MOD:00400	not availiable	5 ppm	0.07Da	not availiable
PXD022469-sample-41	homo sapiens	Blood plasma	not available	not available	not available	not available	not available	not available	not available	2	organism part	run 41	proteomic profiling by mass spectrometry	ftp://ftp.pride.ebi.ac.uk/pride-archive/2021/02/PXD022469/AP051118_Gurjeet_Hu14_LA_C18_24.raw	AP051118_Gurjeet_Hu14_LA_C18_24.raw	2	AC=MS:1002038;NT=label free sample	AC=MS:0000073;NT=Q Exactive HF	AC=MS:1001251;NT=Trypsin	NT=monohydroxylated residue;TA=Variable;MT=fixed;AC=MOD:00465	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=iodoacetic acid derivatized residue;MT=Variable;TA=Variable;AC=MOD:00399	NT=iodoacetamide derivatized residue;MT=Variable;TA=Variable;AC=MOD:00397	NT=deamidated residue;MT=Variable;TA=Variable;AC=MOD:00400	not availiable	5 ppm	0.07Da	not availiable
PXD022469-sample-42	homo sapiens	Blood plasma	not available	not available	not available	not available	not available	not available	not available	2	organism part	run 42	proteomic profiling by mass spectrometry	ftp://ftp.pride.ebi.ac.uk/pride-archive/2021/02/PXD022469/AP051118_Gurjeet_Hu14_LA_C18_3.raw	AP051118_Gurjeet_Hu14_LA_C18_3.raw	3	AC=MS:1002038;NT=label free sample	AC=MS:0000073;NT=Q Exactive HF	AC=MS:1001251;NT=Trypsin	NT=monohydroxylated residue;TA=Variable;MT=fixed;AC=MOD:00466	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=iodoacetic acid derivatized residue;MT=Variable;TA=Variable;AC=MOD:00399	NT=iodoacetamide derivatized residue;MT=Variable;TA=Variable;AC=MOD:00397	NT=deamidated residue;MT=Variable;TA=Variable;AC=MOD:00400	not availiable	5 ppm	0.07Da	not availiable
PXD022469-sample-43	homo sapiens	Blood plasma	not available	not available	not available	not available	not available	not available	not available	3	organism part	run 43	proteomic profiling by mass spectrometry	ftp://ftp.pride.ebi.ac.uk/pride-archive/2021/02/PXD022469/AP051118_Gurjeet_Hu14_LA_C18_4.raw	AP051118_Gurjeet_Hu14_LA_C18_4.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:0000073;NT=Q Exactive HF	AC=MS:1001251;NT=Trypsin	NT=monohydroxylated residue;TA=Variable;MT=fixed;AC=MOD:00467	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=iodoacetic acid derivatized residue;MT=Variable;TA=Variable;AC=MOD:00399	NT=iodoacetamide derivatized residue;MT=Variable;TA=Variable;AC=MOD:00397	NT=deamidated residue;MT=Variable;TA=Variable;AC=MOD:00400	not availiable	5 ppm	0.07Da	not availiable
PXD022469-sample-44	homo sapiens	Blood plasma	not available	not available	not available	not available	not available	not available	not available	3	organism part	run 44	proteomic profiling by mass spectrometry	ftp://ftp.pride.ebi.ac.uk/pride-archive/2021/02/PXD022469/AP051118_Gurjeet_Hu14_LA_C18_5.raw	AP051118_Gurjeet_Hu14_LA_C18_5.raw	2	AC=MS:1002038;NT=label free sample	AC=MS:0000073;NT=Q Exactive HF	AC=MS:1001251;NT=Trypsin	NT=monohydroxylated residue;TA=Variable;MT=fixed;AC=MOD:00468	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=iodoacetic acid derivatized residue;MT=Variable;TA=Variable;AC=MOD:00399	NT=iodoacetamide derivatized residue;MT=Variable;TA=Variable;AC=MOD:00397	NT=deamidated residue;MT=Variable;TA=Variable;AC=MOD:00400	not availiable	5 ppm	0.07Da	not availiable
PXD022469-sample-45	homo sapiens	Blood plasma	not available	not available	not available	not available	not available	not available	not available	3	organism part	run 45	proteomic profiling by mass spectrometry	ftp://ftp.pride.ebi.ac.uk/pride-archive/2021/02/PXD022469/AP051118_Gurjeet_Hu14_LA_C18_6.raw	AP051118_Gurjeet_Hu14_LA_C18_6.raw	3	AC=MS:1002038;NT=label free sample	AC=MS:0000073;NT=Q Exactive HF	AC=MS:1001251;NT=Trypsin	NT=monohydroxylated residue;TA=Variable;MT=fixed;AC=MOD:00469	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=iodoacetic acid derivatized residue;MT=Variable;TA=Variable;AC=MOD:00399	NT=iodoacetamide derivatized residue;MT=Variable;TA=Variable;AC=MOD:00397	NT=deamidated residue;MT=Variable;TA=Variable;AC=MOD:00400	not availiable	5 ppm	0.07Da	not availiable
PXD022469-sample-46	homo sapiens	Blood plasma	not available	not available	not available	not available	not available	not available	not available	1	organism part	run 46	proteomic profiling by mass spectrometry	ftp://ftp.pride.ebi.ac.uk/pride-archive/2021/02/PXD022469/AP051118_Gurjeet_Hu14_LA_C18_7.raw	AP051118_Gurjeet_Hu14_LA_C18_7.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:0000073;NT=Q Exactive HF	AC=MS:1001251;NT=Trypsin	NT=monohydroxylated residue;TA=Variable;MT=fixed;AC=MOD:00470	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=iodoacetic acid derivatized residue;MT=Variable;TA=Variable;AC=MOD:00399	NT=iodoacetamide derivatized residue;MT=Variable;TA=Variable;AC=MOD:00397	NT=deamidated residue;MT=Variable;TA=Variable;AC=MOD:00400	not availiable	5 ppm	0.07Da	not availiable
PXD022469-sample-47	homo sapiens	Blood plasma	not available	not available	not available	not available	not available	not available	not available	1	organism part	run 47	proteomic profiling by mass spectrometry	ftp://ftp.pride.ebi.ac.uk/pride-archive/2021/02/PXD022469/AP051118_Gurjeet_Hu14_LA_C18_8.raw	AP051118_Gurjeet_Hu14_LA_C18_8.raw	2	AC=MS:1002038;NT=label free sample	AC=MS:0000073;NT=Q Exactive HF	AC=MS:1001251;NT=Trypsin	NT=monohydroxylated residue;TA=Variable;MT=fixed;AC=MOD:00471	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=iodoacetic acid derivatized residue;MT=Variable;TA=Variable;AC=MOD:00399	NT=iodoacetamide derivatized residue;MT=Variable;TA=Variable;AC=MOD:00397	NT=deamidated residue;MT=Variable;TA=Variable;AC=MOD:00400	not availiable	5 ppm	0.07Da	not availiable
PXD022469-sample-48	homo sapiens	Blood plasma	not available	not available	not available	not available	not available	not available	not available	1	organism part	run 48	proteomic profiling by mass spectrometry	ftp://ftp.pride.ebi.ac.uk/pride-archive/2021/02/PXD022469/AP051118_Gurjeet_Hu14_LA_C18_9.raw	AP051118_Gurjeet_Hu14_LA_C18_9.raw	3	AC=MS:1002038;NT=label free sample	AC=MS:0000073;NT=Q Exactive HF	AC=MS:1001251;NT=Trypsin	NT=monohydroxylated residue;TA=Variable;MT=fixed;AC=MOD:00472	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=iodoacetic acid derivatized residue;MT=Variable;TA=Variable;AC=MOD:00399	NT=iodoacetamide derivatized residue;MT=Variable;TA=Variable;AC=MOD:00397	NT=deamidated residue;MT=Variable;TA=Variable;AC=MOD:00400	not availiable	5 ppm	0.07Da	not availiable
PXD022469-sample-49	homo sapiens	Blood plasma	not available	not available	not available	not available	not available	not available	not available	2	organism part	run 49	proteomic profiling by mass spectrometry	ftp://ftp.pride.ebi.ac.uk/pride-archive/2021/02/PXD022469/AP051118_Gurjeet_Hu14_LA_PAGE_BinosTrial_1.raw	AP051118_Gurjeet_Hu14_LA_PAGE_BinosTrial_1.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:0000073;NT=Q Exactive HF	AC=MS:1001251;NT=Trypsin	NT=monohydroxylated residue;TA=Variable;MT=fixed;AC=MOD:00473	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=iodoacetic acid derivatized residue;MT=Variable;TA=Variable;AC=MOD:00399	NT=iodoacetamide derivatized residue;MT=Variable;TA=Variable;AC=MOD:00397	NT=deamidated residue;MT=Variable;TA=Variable;AC=MOD:00400	not availiable	5 ppm	0.07Da	not availiable
PXD022469-sample-50	homo sapiens	Blood plasma	not available	not available	not available	not available	not available	not available	not available	2	organism part	run 50	proteomic profiling by mass spectrometry	ftp://ftp.pride.ebi.ac.uk/pride-archive/2021/02/PXD022469/AP051118_Gurjeet_Hu14_LA_PAGE_BinosTrial_10.raw	AP051118_Gurjeet_Hu14_LA_PAGE_BinosTrial_10.raw	2	AC=MS:1002038;NT=label free sample	AC=MS:0000073;NT=Q Exactive HF	AC=MS:1001251;NT=Trypsin	NT=monohydroxylated residue;TA=Variable;MT=fixed;AC=MOD:00474	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=iodoacetic acid derivatized residue;MT=Variable;TA=Variable;AC=MOD:00399	NT=iodoacetamide derivatized residue;MT=Variable;TA=Variable;AC=MOD:00397	NT=deamidated residue;MT=Variable;TA=Variable;AC=MOD:00400	not availiable	5 ppm	0.07Da	not availiable
PXD022469-sample-51	homo sapiens	Blood plasma	not available	not available	not available	not available	not available	not available	not available	2	organism part	run 51	proteomic profiling by mass spectrometry	ftp://ftp.pride.ebi.ac.uk/pride-archive/2021/02/PXD022469/AP051118_Gurjeet_Hu14_LA_PAGE_BinosTrial_11.raw	AP051118_Gurjeet_Hu14_LA_PAGE_BinosTrial_11.raw	3	AC=MS:1002038;NT=label free sample	AC=MS:0000073;NT=Q Exactive HF	AC=MS:1001251;NT=Trypsin	NT=monohydroxylated residue;TA=Variable;MT=fixed;AC=MOD:00475	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=iodoacetic acid derivatized residue;MT=Variable;TA=Variable;AC=MOD:00399	NT=iodoacetamide derivatized residue;MT=Variable;TA=Variable;AC=MOD:00397	NT=deamidated residue;MT=Variable;TA=Variable;AC=MOD:00400	not availiable	5 ppm	0.07Da	not availiable
PXD022469-sample-52	homo sapiens	Blood plasma	not available	not available	not available	not available	not available	not available	not available	3	organism part	run 52	proteomic profiling by mass spectrometry	ftp://ftp.pride.ebi.ac.uk/pride-archive/2021/02/PXD022469/AP051118_Gurjeet_Hu14_LA_PAGE_BinosTrial_12.raw	AP051118_Gurjeet_Hu14_LA_PAGE_BinosTrial_12.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:0000073;NT=Q Exactive HF	AC=MS:1001251;NT=Trypsin	NT=monohydroxylated residue;TA=Variable;MT=fixed;AC=MOD:00476	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=iodoacetic acid derivatized residue;MT=Variable;TA=Variable;AC=MOD:00399	NT=iodoacetamide derivatized residue;MT=Variable;TA=Variable;AC=MOD:00397	NT=deamidated residue;MT=Variable;TA=Variable;AC=MOD:00400	not availiable	5 ppm	0.07Da	not availiable
PXD022469-sample-53	homo sapiens	Blood plasma	not available	not available	not available	not available	not available	not available	not available	3	organism part	run 53	proteomic profiling by mass spectrometry	ftp://ftp.pride.ebi.ac.uk/pride-archive/2021/02/PXD022469/AP051118_Gurjeet_Hu14_LA_PAGE_BinosTrial_13.raw	AP051118_Gurjeet_Hu14_LA_PAGE_BinosTrial_13.raw	2	AC=MS:1002038;NT=label free sample	AC=MS:0000073;NT=Q Exactive HF	AC=MS:1001251;NT=Trypsin	NT=monohydroxylated residue;TA=Variable;MT=fixed;AC=MOD:00477	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=iodoacetic acid derivatized residue;MT=Variable;TA=Variable;AC=MOD:00399	NT=iodoacetamide derivatized residue;MT=Variable;TA=Variable;AC=MOD:00397	NT=deamidated residue;MT=Variable;TA=Variable;AC=MOD:00400	not availiable	5 ppm	0.07Da	not availiable
PXD022469-sample-54	homo sapiens	Blood plasma	not available	not available	not available	not available	not available	not available	not available	3	organism part	run 54	proteomic profiling by mass spectrometry	ftp://ftp.pride.ebi.ac.uk/pride-archive/2021/02/PXD022469/AP051118_Gurjeet_Hu14_LA_PAGE_BinosTrial_14.raw	AP051118_Gurjeet_Hu14_LA_PAGE_BinosTrial_14.raw	3	AC=MS:1002038;NT=label free sample	AC=MS:0000073;NT=Q Exactive HF	AC=MS:1001251;NT=Trypsin	NT=monohydroxylated residue;TA=Variable;MT=fixed;AC=MOD:00478	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=iodoacetic acid derivatized residue;MT=Variable;TA=Variable;AC=MOD:00399	NT=iodoacetamide derivatized residue;MT=Variable;TA=Variable;AC=MOD:00397	NT=deamidated residue;MT=Variable;TA=Variable;AC=MOD:00400	not availiable	5 ppm	0.07Da	not availiable
PXD022469-sample-55	homo sapiens	Blood plasma	not available	not available	not available	not available	not available	not available	not available	1	organism part	run 55	proteomic profiling by mass spectrometry	ftp://ftp.pride.ebi.ac.uk/pride-archive/2021/02/PXD022469/AP051118_Gurjeet_Hu14_LA_PAGE_BinosTrial_15.raw	AP051118_Gurjeet_Hu14_LA_PAGE_BinosTrial_15.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:0000073;NT=Q Exactive HF	AC=MS:1001251;NT=Trypsin	NT=monohydroxylated residue;TA=Variable;MT=fixed;AC=MOD:00478	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=iodoacetic acid derivatized residue;MT=Variable;TA=Variable;AC=MOD:00399	NT=iodoacetamide derivatized residue;MT=Variable;TA=Variable;AC=MOD:00397	NT=deamidated residue;MT=Variable;TA=Variable;AC=MOD:00400	not availiable	5 ppm	0.07Da	not availiable
PXD022469-sample-56	homo sapiens	Blood plasma	not available	not available	not available	not available	not available	not available	not available	1	organism part	run 56	proteomic profiling by mass spectrometry	ftp://ftp.pride.ebi.ac.uk/pride-archive/2021/02/PXD022469/AP051118_Gurjeet_Hu14_LA_PAGE_BinosTrial_16.raw	AP051118_Gurjeet_Hu14_LA_PAGE_BinosTrial_16.raw	2	AC=MS:1002038;NT=label free sample	AC=MS:0000073;NT=Q Exactive HF	AC=MS:1001251;NT=Trypsin	NT=monohydroxylated residue;TA=Variable;MT=fixed;AC=MOD:00478	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=Variable	NT=iodoacetic acid derivatized residue;MT=Variable;TA=Variable;AC=MOD:00399	NT=iodoacetamide derivatized residue;MT=Variable;TA=Variable;AC=MOD:00397	NT=deamidated residue;MT=Variable;TA=Variable;AC=MOD:00400	not availiable	5 ppm	0.07Da	not availiable
