source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[sex]	characteristics[age]	characteristics[cell type]	characteristics[ancestry category]	characteristics[biological replicate]	material type	assay name	technology type	comment[label]	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[cleavage agent details]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[proteomics data acquisition method]	comment[scan window lower limit]	comment[scan window upper limit]	factor value[disease]
PXD010437-Sample-144	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 144	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-29-1766-01A-01_S_W_JHU_141107.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-29-1766-01A-01_S_W_JHU_141107.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-145	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 145	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-29-1769-01A-01_D_W_JHU_140612.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-29-1769-01A-01_D_W_JHU_140612.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-146	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 146	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-29-1769-01A-01_S_W_JHU_141031.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-29-1769-01A-01_S_W_JHU_141031.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-147	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 147	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-29-1771-01A-01_D_W_JHU_140612.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-29-1771-01A-01_D_W_JHU_140612.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-148	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 148	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-29-1771-01A-01_S_W_JHU_141031.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-29-1771-01A-01_S_W_JHU_141031.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-149	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 149	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-29-1785-01A-01_D_W_JHU_140808.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-29-1785-01A-01_D_W_JHU_140808.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-150	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 150	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-29-1785-01A-01_S_W_JHU_141115.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-29-1785-01A-01_S_W_JHU_141115.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-151	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 151	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-29-2427-01A-01_D_W_JHU_140817.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-29-2427-01A-01_D_W_JHU_140817.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-152	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 152	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-29-2427-01A-01_S_W_JHU_141115.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-29-2427-01A-01_S_W_JHU_141115.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-153	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 153	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-30-1887-01A-01_D_W_JHU_140818.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-30-1887-01A-01_D_W_JHU_140818.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-154	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 154	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-30-1887-01A-01_S_W_JHU_141110.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-30-1887-01A-01_S_W_JHU_141110.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-155	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 155	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-30-1891-01A-01_D_W_JHU_140820.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-30-1891-01A-01_D_W_JHU_140820.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-156	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 156	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-30-1891-01A-01_S_W_JHU_141107.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-30-1891-01A-01_S_W_JHU_141107.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-157	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 157	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-36-1569-01A-01_D_W_JHU_140822.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-36-1569-01A-01_D_W_JHU_140822.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-158	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 158	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-36-1569-01A-01_S_W_JHU_141105.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-36-1569-01A-01_S_W_JHU_141105.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-159	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 159	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-36-1570-01A-01_D_W_JHU_140818.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-36-1570-01A-01_D_W_JHU_140818.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-160	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 160	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-36-1570-01A-01_S_W_JHU_141110.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-36-1570-01A-01_S_W_JHU_141110.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-161	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 161	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-36-1571-01A-01_D_W_JHU_140820.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-36-1571-01A-01_D_W_JHU_140820.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-162	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 162	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-36-1571-01A-01_S_W_JHU_141107.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-36-1571-01A-01_S_W_JHU_141107.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-163	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 163	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-36-1577-01A-01_D_W_JHU_140719.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-36-1577-01A-01_D_W_JHU_140719.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-164	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 164	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-36-1577-01A-01_S_W_JHU_141105.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-36-1577-01A-01_S_W_JHU_141105.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-165	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 165	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-36-1578-01A-01_D_W_JHU_140820.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-36-1578-01A-01_D_W_JHU_140820.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-166	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 166	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-36-1578-01A-01_S_W_JHU_141107.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-36-1578-01A-01_S_W_JHU_141107.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-167	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 167	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-36-1580-01A-01_D_W_JHU_140808.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-36-1580-01A-01_D_W_JHU_140808.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-168	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 168	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-36-1580-01A-01_S_W_JHU_141115.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-36-1580-01A-01_S_W_JHU_141115.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-169	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 169	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-36-2530-01A-01_D_W_JHU_140720.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-36-2530-01A-01_D_W_JHU_140720.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-170	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 170	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-36-2530-01A-01_S_W_JHU_141107.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-36-2530-01A-01_S_W_JHU_141107.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-171	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 171	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-36-2532-01A-01_D_W_JHU_140616.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-36-2532-01A-01_D_W_JHU_140616.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-172	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 172	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-36-2532-01A-01_S_W_JHU_141103.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-36-2532-01A-01_S_W_JHU_141103.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-173	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 173	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-36-2537-01A-01_D_W_JHU_140808.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-36-2537-01A-01_D_W_JHU_140808.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-174	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 174	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-36-2537-01A-01_S_W_JHU_141205.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-36-2537-01A-01_S_W_JHU_141205.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-175	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 175	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-36-2542-01A-01_D_W_JHU_140613.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-36-2542-01A-01_D_W_JHU_140613.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-176	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 176	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-36-2542-01A-01_S_W_JHU_141102.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-36-2542-01A-01_S_W_JHU_141102.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-177	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 177	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-36-2544-01A-01_D_W_JHU_140613.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-36-2544-01A-01_D_W_JHU_140613.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-178	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 178	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-36-2544-01A-01_S_W_JHU_141102.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-36-2544-01A-01_S_W_JHU_141102.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
PXD010437-Sample-179	Homo sapiens	Ovary	Malignant neoplasm of ovary	female	not available	Ovarian surface epithelial cell	not available	1	tissue	run 179	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	TCGA-36-2545-01A-01_D_W_JHU_140616.wiff   	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD010437/TCGA-36-2545-01A-01_D_W_JHU_140616.wiff	1	1	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Oxidation;TA=M;AC=UNIMOD:35	NT=Methyl;TA=C;AC=UNIMOD:34	NT=Acetyl;TA=N-term;AC=UNIMOD:1	NT=SWATH MS;AC=PRIDE:0000447	6 m/z	25 m/z	Malignant neoplasm of ovary
